year,month,season,ONI,enso_phase,enso_strength
2022,2,JFM,-0.8,La Nina,Weak/Mod La Nina
2022,3,FMA,-0.9,La Nina,Weak/Mod La Nina
2022,4,MAM,-1.0,La Nina,Weak/Mod La Nina
2022,5,AMJ,-0.9,La Nina,Weak/Mod La Nina
2022,6,MJJ,-0.8,La Nina,Weak/Mod La Nina
2022,7,JJA,-0.8,La Nina,Weak/Mod La Nina
2022,8,JAS,-0.9,La Nina,Weak/Mod La Nina
2022,9,ASO,-1.0,La Nina,Weak/Mod La Nina
2022,10,SON,-0.9,La Nina,Weak/Mod La Nina
2022,11,OND,-0.8,La Nina,Weak/Mod La Nina
2022,12,NDJ,-0.7,La Nina,Weak/Mod La Nina
2023,1,DJF,-0.5,La Nina,Weak/Mod La Nina
2023,2,JFM,-0.3,Neutral,Neutral
2023,3,FMA,0.0,Neutral,Neutral
2023,4,MAM,0.3,Neutral,Neutral
2023,5,AMJ,0.6,El Nino,Weak/Mod El Nino
2023,6,MJJ,0.8,El Nino,Weak/Mod El Nino
2023,7,JJA,1.1,El Nino,Weak/Mod El Nino
2023,8,JAS,1.4,El Nino,Weak/Mod El Nino
2023,9,ASO,1.6,El Nino,Strong El Nino
2023,10,SON,1.8,El Nino,Strong El Nino
2023,11,OND,2.0,El Nino,Strong El Nino
2023,12,NDJ,2.1,El Nino,Strong El Nino
2024,1,DJF,1.9,El Nino,Strong El Nino
2024,2,JFM,1.6,El Nino,Strong El Nino
2024,3,FMA,1.3,El Nino,Weak/Mod El Nino
2024,4,MAM,0.8,El Nino,Weak/Mod El Nino
2024,5,AMJ,0.5,El Nino,Weak/Mod El Nino
2024,6,MJJ,0.2,Neutral,Neutral
2024,7,JJA,0.1,Neutral,Neutral
2024,8,JAS,-0.1,Neutral,Neutral
2024,9,ASO,-0.2,Neutral,Neutral
2024,10,SON,-0.2,Neutral,Neutral
2024,11,OND,-0.3,Neutral,Neutral
2024,12,NDJ,-0.4,Neutral,Neutral
2025,1,DJF,-0.4,Neutral,Neutral
2025,2,JFM,-0.2,Neutral,Neutral
2025,3,FMA,-0.1,Neutral,Neutral
2025,4,MAM,0.0,Neutral,Neutral
2025,5,AMJ,0.0,Neutral,Neutral
2025,6,MJJ,0.0,Neutral,Neutral
2025,7,JJA,-0.1,Neutral,Neutral
2025,8,JAS,-0.3,Neutral,Neutral
2025,9,ASO,-0.4,Neutral,Neutral
2025,10,SON,-0.5,La Nina,Weak/Mod La Nina
2025,11,OND,-0.6,La Nina,Weak/Mod La Nina
2025,12,NDJ,-0.5,La Nina,Weak/Mod La Nina
2026,1,DJF,-0.4,Neutral,Neutral
2026,2,JFM,-0.1,Neutral,Neutral
2026,3,FMA,0.1,Neutral,Neutral
