year,month,ONI,enso_phase,enso_strength,temp_anomaly
2003,4,0.0,Neutral,Neutral,0.55
2003,5,-0.3,Neutral,Neutral,0.6
2003,6,-0.2,Neutral,Neutral,0.47
2003,7,0.1,Neutral,Neutral,0.58
2003,8,0.2,Neutral,Neutral,0.64
2003,9,0.3,Neutral,Neutral,0.62
2003,10,0.3,Neutral,Neutral,0.72
2003,11,0.4,Neutral,Neutral,0.52
2003,12,0.4,Neutral,Neutral,0.74
2004,1,0.4,Neutral,Neutral,0.57
2004,2,0.3,Neutral,Neutral,0.72
2004,3,0.2,Neutral,Neutral,0.63
2004,4,0.2,Neutral,Neutral,0.61
2004,5,0.2,Neutral,Neutral,0.37
2004,6,0.3,Neutral,Neutral,0.44
2004,7,0.5,El Nino,Weak/Mod El Nino,0.25
2004,8,0.6,El Nino,Weak/Mod El Nino,0.45
2004,9,0.7,El Nino,Weak/Mod El Nino,0.5
2004,10,0.7,El Nino,Weak/Mod El Nino,0.61
2004,11,0.7,El Nino,Weak/Mod El Nino,0.73
2004,12,0.7,El Nino,Weak/Mod El Nino,0.5
2005,1,0.6,El Nino,Weak/Mod El Nino,0.75
2005,2,0.6,El Nino,Weak/Mod El Nino,0.6
2005,3,0.4,Neutral,Neutral,0.74
2005,4,0.4,Neutral,Neutral,0.67
2005,5,0.3,Neutral,Neutral,0.63
2005,6,0.1,Neutral,Neutral,0.65
2005,7,-0.1,Neutral,Neutral,0.61
2005,8,-0.1,Neutral,Neutral,0.6
2005,9,-0.1,Neutral,Neutral,0.71
2005,10,-0.3,Neutral,Neutral,0.76
2005,11,-0.6,La Nina,Weak/Mod La Nina,0.74
2005,12,-0.8,La Nina,Weak/Mod La Nina,0.67
2006,1,-0.9,La Nina,Weak/Mod La Nina,0.56
2006,2,-0.8,La Nina,Weak/Mod La Nina,0.74
2006,3,-0.6,La Nina,Weak/Mod La Nina,0.63
2006,4,-0.4,Neutral,Neutral,0.46
2006,5,-0.1,Neutral,Neutral,0.48
2006,6,0.0,Neutral,Neutral,0.66
2006,7,0.1,Neutral,Neutral,0.54
2006,8,0.3,Neutral,Neutral,0.71
2006,9,0.5,El Nino,Weak/Mod El Nino,0.66
2006,10,0.8,El Nino,Weak/Mod El Nino,0.7
2006,11,0.9,El Nino,Weak/Mod El Nino,0.73
2006,12,0.9,El Nino,Weak/Mod El Nino,0.79
2007,1,0.7,El Nino,Weak/Mod El Nino,1.01
2007,2,0.2,Neutral,Neutral,0.7
2007,3,-0.1,Neutral,Neutral,0.71
2007,4,-0.3,Neutral,Neutral,0.77
2007,5,-0.4,Neutral,Neutral,0.69
2007,6,-0.5,La Nina,Weak/Mod La Nina,0.61
2007,7,-0.6,La Nina,Weak/Mod La Nina,0.6
2007,8,-0.8,La Nina,Weak/Mod La Nina,0.6
2007,9,-1.1,La Nina,Weak/Mod La Nina,0.6
2007,10,-1.3,La Nina,Weak/Mod La Nina,0.59
2007,11,-1.5,La Nina,Strong La Nina,0.59
2007,12,-1.6,La Nina,Strong La Nina,0.49
2008,1,-1.6,La Nina,Strong La Nina,0.3
2008,2,-1.5,La Nina,Strong La Nina,0.38
2008,3,-1.3,La Nina,Weak/Mod La Nina,0.75
2008,4,-1.0,La Nina,Weak/Mod La Nina,0.54
2008,5,-0.8,La Nina,Weak/Mod La Nina,0.5
2008,6,-0.6,La Nina,Weak/Mod La Nina,0.49
2008,7,-0.4,Neutral,Neutral,0.6
2008,8,-0.2,Neutral,Neutral,0.45
2008,9,-0.2,Neutral,Neutral,0.6
2008,10,-0.4,Neutral,Neutral,0.67
2008,11,-0.6,La Nina,Weak/Mod La Nina,0.69
2008,12,-0.7,La Nina,Weak/Mod La Nina,0.53
2009,1,-0.8,La Nina,Weak/Mod La Nina,0.64
2009,2,-0.8,La Nina,Weak/Mod La Nina,0.53
2009,3,-0.6,La Nina,Weak/Mod La Nina,0.53
2009,4,-0.3,Neutral,Neutral,0.61
2009,5,0.0,Neutral,Neutral,0.65
2009,6,0.3,Neutral,Neutral,0.64
2009,7,0.5,El Nino,Weak/Mod El Nino,0.73
2009,8,0.6,El Nino,Weak/Mod El Nino,0.69
2009,9,0.7,El Nino,Weak/Mod El Nino,0.72
2009,10,1.0,El Nino,Weak/Mod El Nino,0.65
2009,11,1.4,El Nino,Weak/Mod El Nino,0.8
2009,12,1.6,El Nino,Strong El Nino,0.67
2010,1,1.5,El Nino,Strong El Nino,0.74
2010,2,1.2,El Nino,Weak/Mod El Nino,0.84
2010,3,0.8,El Nino,Weak/Mod El Nino,0.92
2010,4,0.4,Neutral,Neutral,0.85
2010,5,-0.2,Neutral,Neutral,0.75
2010,6,-0.7,La Nina,Weak/Mod La Nina,0.67
2010,7,-1.0,La Nina,Weak/Mod La Nina,0.63
2010,8,-1.3,La Nina,Weak/Mod La Nina,0.67
2010,9,-1.6,La Nina,Strong La Nina,0.63
2010,10,-1.6,La Nina,Strong La Nina,0.71
2010,11,-1.6,La Nina,Strong La Nina,0.81
2010,12,-1.5,La Nina,Strong La Nina,0.45
2011,1,-1.3,La Nina,Weak/Mod La Nina,0.52
2011,2,-1.0,La Nina,Weak/Mod La Nina,0.47
2011,3,-0.8,La Nina,Weak/Mod La Nina,0.65
2011,4,-0.6,La Nina,Weak/Mod La Nina,0.64
2011,5,-0.5,La Nina,Weak/Mod La Nina,0.53
2011,6,-0.4,Neutral,Neutral,0.62
2011,7,-0.4,Neutral,Neutral,0.7
2011,8,-0.6,La Nina,Weak/Mod La Nina,0.75
2011,9,-0.8,La Nina,Weak/Mod La Nina,0.55
2011,10,-1.0,La Nina,Weak/Mod La Nina,0.65
2011,11,-1.0,La Nina,Weak/Mod La Nina,0.59
2011,12,-0.9,La Nina,Weak/Mod La Nina,0.6
2012,1,-0.7,La Nina,Weak/Mod La Nina,0.47
2012,2,-0.6,La Nina,Weak/Mod La Nina,0.48
2012,3,-0.5,La Nina,Weak/Mod La Nina,0.56
2012,4,-0.4,Neutral,Neutral,0.72
2012,5,-0.2,Neutral,Neutral,0.78
2012,6,0.1,Neutral,Neutral,0.64
2012,7,0.3,Neutral,Neutral,0.59
2012,8,0.4,Neutral,Neutral,0.66
2012,9,0.4,Neutral,Neutral,0.72
2012,10,0.3,Neutral,Neutral,0.79
2012,11,0.1,Neutral,Neutral,0.78
2012,12,-0.1,Neutral,Neutral,0.52
2013,1,-0.3,Neutral,Neutral,0.71
2013,2,-0.3,Neutral,Neutral,0.61
2013,3,-0.2,Neutral,Neutral,0.67
2013,4,-0.2,Neutral,Neutral,0.53
2013,5,-0.3,Neutral,Neutral,0.6
2013,6,-0.3,Neutral,Neutral,0.69
2013,7,-0.4,Neutral,Neutral,0.6
2013,8,-0.3,Neutral,Neutral,0.7
2013,9,-0.2,Neutral,Neutral,0.76
2013,10,-0.1,Neutral,Neutral,0.69
2013,11,-0.1,Neutral,Neutral,0.83
2013,12,-0.2,Neutral,Neutral,0.7
2014,1,-0.3,Neutral,Neutral,0.76
2014,2,-0.3,Neutral,Neutral,0.55
2014,3,-0.1,Neutral,Neutral,0.78
2014,4,0.2,Neutral,Neutral,0.81
2014,5,0.3,Neutral,Neutral,0.86
2014,6,0.2,Neutral,Neutral,0.67
2014,7,0.1,Neutral,Neutral,0.58
2014,8,0.1,Neutral,Neutral,0.83
2014,9,0.3,Neutral,Neutral,0.88
2014,10,0.5,El Nino,Weak/Mod El Nino,0.8
2014,11,0.7,El Nino,Weak/Mod El Nino,0.67
2014,12,0.8,El Nino,Weak/Mod El Nino,0.78
2015,1,0.7,El Nino,Weak/Mod El Nino,0.86
2015,2,0.6,El Nino,Weak/Mod El Nino,0.91
2015,3,0.7,El Nino,Weak/Mod El Nino,0.96
2015,4,0.8,El Nino,Weak/Mod El Nino,0.75
2015,5,1.0,El Nino,Weak/Mod El Nino,0.8
2015,6,1.3,El Nino,Weak/Mod El Nino,0.81
2015,7,1.6,El Nino,Strong El Nino,0.73
2015,8,1.9,El Nino,Strong El Nino,0.79
2015,9,2.2,El Nino,Strong El Nino,0.83
2015,10,2.5,El Nino,Strong El Nino,1.07
2015,11,2.6,El Nino,Strong El Nino,1.06
2015,12,2.8,El Nino,Strong El Nino,1.17
2016,1,2.6,El Nino,Strong El Nino,1.18
2016,2,2.3,El Nino,Strong El Nino,1.36
2016,3,1.7,El Nino,Strong El Nino,1.35
2016,4,1.0,El Nino,Weak/Mod El Nino,1.08
2016,5,0.5,El Nino,Weak/Mod El Nino,0.95
2016,6,0.0,Neutral,Neutral,0.8
2016,7,-0.3,Neutral,Neutral,0.84
2016,8,-0.5,La Nina,Weak/Mod La Nina,1.01
2016,9,-0.6,La Nina,Weak/Mod La Nina,0.9
2016,10,-0.6,La Nina,Weak/Mod La Nina,0.86
2016,11,-0.6,La Nina,Weak/Mod La Nina,0.91
2016,12,-0.5,La Nina,Weak/Mod La Nina,0.86
2017,1,-0.2,Neutral,Neutral,1.02
2017,2,0.0,Neutral,Neutral,1.13
2017,3,0.2,Neutral,Neutral,1.16
2017,4,0.3,Neutral,Neutral,0.93
2017,5,0.4,Neutral,Neutral,0.91
2017,6,0.4,Neutral,Neutral,0.71
2017,7,0.2,Neutral,Neutral,0.82
2017,8,-0.1,Neutral,Neutral,0.87
2017,9,-0.3,Neutral,Neutral,0.74
2017,10,-0.6,La Nina,Weak/Mod La Nina,0.88
2017,11,-0.8,La Nina,Weak/Mod La Nina,0.87
2017,12,-0.9,La Nina,Weak/Mod La Nina,0.93
2018,1,-0.8,La Nina,Weak/Mod La Nina,0.82
2018,2,-0.7,La Nina,Weak/Mod La Nina,0.84
2018,3,-0.6,La Nina,Weak/Mod La Nina,0.88
2018,4,-0.4,Neutral,Neutral,0.88
2018,5,-0.1,Neutral,Neutral,0.81
2018,6,0.1,Neutral,Neutral,0.76
2018,7,0.1,Neutral,Neutral,0.83
2018,8,0.3,Neutral,Neutral,0.78
2018,9,0.5,El Nino,Weak/Mod El Nino,0.8
2018,10,0.8,El Nino,Weak/Mod El Nino,1.01
2018,11,1.0,El Nino,Weak/Mod El Nino,0.83
2018,12,0.9,El Nino,Weak/Mod El Nino,0.93
2019,1,0.9,El Nino,Weak/Mod El Nino,0.93
2019,2,0.9,El Nino,Weak/Mod El Nino,0.95
2019,3,0.8,El Nino,Weak/Mod El Nino,1.17
2019,4,0.8,El Nino,Weak/Mod El Nino,1.01
2019,5,0.6,El Nino,Weak/Mod El Nino,0.86
2019,6,0.5,El Nino,Weak/Mod El Nino,0.9
2019,7,0.3,Neutral,Neutral,0.94
2019,8,0.2,Neutral,Neutral,0.95
2019,9,0.2,Neutral,Neutral,0.93
2019,10,0.4,Neutral,Neutral,1.0
2019,11,0.6,El Nino,Weak/Mod El Nino,0.99
2019,12,0.7,El Nino,Weak/Mod El Nino,1.11
2020,1,0.6,El Nino,Weak/Mod El Nino,1.17
2020,2,0.6,El Nino,Weak/Mod El Nino,1.24
2020,3,0.5,El Nino,Weak/Mod El Nino,1.18
2020,4,0.3,Neutral,Neutral,1.12
2020,5,0.0,Neutral,Neutral,0.99
2020,6,-0.2,Neutral,Neutral,0.91
2020,7,-0.4,Neutral,Neutral,0.89
2020,8,-0.5,La Nina,Weak/Mod La Nina,0.86
2020,9,-0.8,La Nina,Weak/Mod La Nina,0.96
2020,10,-1.1,La Nina,Weak/Mod La Nina,0.87
2020,11,-1.2,La Nina,Weak/Mod La Nina,1.08
2020,12,-1.1,La Nina,Weak/Mod La Nina,0.8
2021,1,-0.9,La Nina,Weak/Mod La Nina,0.81
2021,2,-0.8,La Nina,Weak/Mod La Nina,0.64
2021,3,-0.7,La Nina,Weak/Mod La Nina,0.89
2021,4,-0.5,La Nina,Weak/Mod La Nina,0.76
2021,5,-0.4,Neutral,Neutral,0.79
2021,6,-0.3,Neutral,Neutral,0.85
2021,7,-0.3,Neutral,Neutral,0.92
2021,8,-0.4,Neutral,Neutral,0.81
2021,9,-0.6,La Nina,Weak/Mod La Nina,0.92
2021,10,-0.8,La Nina,Weak/Mod La Nina,0.98
2021,11,-0.9,La Nina,Weak/Mod La Nina,0.92
2021,12,-0.9,La Nina,Weak/Mod La Nina,0.88
2022,1,-0.8,La Nina,Weak/Mod La Nina,0.91
2022,2,-0.8,La Nina,Weak/Mod La Nina,0.89
2022,3,-0.9,La Nina,Weak/Mod La Nina,1.04
2022,4,-1.0,La Nina,Weak/Mod La Nina,0.83
2022,5,-0.9,La Nina,Weak/Mod La Nina,0.84
2022,6,-0.8,La Nina,Weak/Mod La Nina,0.92
2022,7,-0.8,La Nina,Weak/Mod La Nina,0.94
2022,8,-0.9,La Nina,Weak/Mod La Nina,0.94
2022,9,-1.0,La Nina,Weak/Mod La Nina,0.88
2022,10,-0.9,La Nina,Weak/Mod La Nina,0.97
2022,11,-0.8,La Nina,Weak/Mod La Nina,0.73
2022,12,-0.7,La Nina,Weak/Mod La Nina,0.79
2023,1,-0.5,La Nina,Weak/Mod La Nina,0.87
2023,2,-0.3,Neutral,Neutral,0.97
2023,3,0.0,Neutral,Neutral,1.23
2023,4,0.3,Neutral,Neutral,0.99
2023,5,0.6,El Nino,Weak/Mod El Nino,0.94
2023,6,0.8,El Nino,Weak/Mod El Nino,1.08
2023,7,1.1,El Nino,Weak/Mod El Nino,1.19
2023,8,1.4,El Nino,Weak/Mod El Nino,1.19
2023,9,1.6,El Nino,Strong El Nino,1.48
2023,10,1.8,El Nino,Strong El Nino,1.34
2023,11,2.0,El Nino,Strong El Nino,1.4
2023,12,2.1,El Nino,Strong El Nino,1.35
2024,1,1.9,El Nino,Strong El Nino,1.25
2024,2,1.6,El Nino,Strong El Nino,1.43
2024,3,1.3,El Nino,Weak/Mod El Nino,1.39
2024,4,0.8,El Nino,Weak/Mod El Nino,1.31
2024,5,0.5,El Nino,Weak/Mod El Nino,1.16
2024,6,0.2,Neutral,Neutral,1.24
2024,7,0.1,Neutral,Neutral,1.2
2024,8,-0.1,Neutral,Neutral,1.3
2024,9,-0.2,Neutral,Neutral,1.23
2024,10,-0.2,Neutral,Neutral,1.34
2024,11,-0.3,Neutral,Neutral,1.29
2024,12,-0.4,Neutral,Neutral,1.26
2025,1,-0.4,Neutral,Neutral,1.37
2025,2,-0.2,Neutral,Neutral,1.27
2025,3,-0.1,Neutral,Neutral,1.37
2025,4,0.0,Neutral,Neutral,1.24
2025,5,0.0,Neutral,Neutral,1.07
2025,6,0.0,Neutral,Neutral,1.06
2025,7,-0.1,Neutral,Neutral,1.02
2025,8,-0.3,Neutral,Neutral,1.17
2025,9,-0.4,Neutral,Neutral,1.25
2025,10,-0.5,La Nina,Weak/Mod La Nina,1.19
2025,11,-0.6,La Nina,Weak/Mod La Nina,1.2
2025,12,-0.5,La Nina,Weak/Mod La Nina,1.07
2026,1,-0.4,Neutral,Neutral,1.08
2026,2,-0.1,Neutral,Neutral,1.24
2026,3,0.1,Neutral,Neutral,1.28
